latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
11.10771,78.12911,330.1,0.41,0.45,2023-01-01,745,N,VIIRS,n,2,300.1,1.32,D,0
11.14606,77.66707,332.85,0.44,0.46,2023-01-01,745,N,VIIRS,n,2,300.15,2.51,D,0
11.53042,77.198,338.67,0.46,0.47,2023-01-01,745,N,VIIRS,n,2,299.78,2.97,D,0
12.09422,76.53743,338.62,0.5,0.49,2023-01-01,745,N,VIIRS,n,2,300.68,3.51,D,0
12.82393,76.68015,331.12,0.47,0.48,2023-01-01,746,N,VIIRS,n,2,297.88,3.61,D,0
12.8242,76.6823,332.97,0.47,0.48,2023-01-01,746,N,VIIRS,n,2,298.44,2.57,D,0
12.8283,76.67925,331.65,0.47,0.48,2023-01-01,746,N,VIIRS,n,2,297.85,3.61,D,0
12.82857,76.68143,332.8,0.47,0.48,2023-01-01,746,N,VIIRS,n,2,298.35,2.57,D,0
13.1299,79.38854,331.02,0.49,0.4,2023-01-01,746,N,VIIRS,n,2,300.77,2.78,D,0
13.1336,79.38793,334.0,0.49,0.4,2023-01-01,746,N,VIIRS,n,2,300.78,2.78,D,0
13.18338,80.21506,332.22,0.44,0.39,2023-01-01,746,N,VIIRS,n,2,299.7,2.55,D,0
13.3071,79.37962,335.1,0.48,0.4,2023-01-01,746,N,VIIRS,n,2,300.63,2.93,D,0
13.85053,78.15358,331.91,0.55,0.43,2023-01-01,746,N,VIIRS,n,2,302.15,4.21,D,0
13.86901,76.39803,341.83,0.47,0.48,2023-01-01,746,N,VIIRS,n,2,303.09,6.76,D,0
13.99376,76.7169,330.09,0.45,0.47,2023-01-01,746,N,VIIRS,l,2,300.6,1.97,D,0
14.07466,75.55376,341.72,0.53,0.5,2023-01-01,746,N,VIIRS,n,2,304.07,7.78,D,0
14.08646,75.61744,341.38,0.53,0.5,2023-01-01,746,N,VIIRS,n,2,300.21,6.59,D,0
14.17853,75.50151,337.06,0.53,0.5,2023-01-01,746,N,VIIRS,n,2,303.17,6.74,D,0
14.26868,77.1937,350.58,0.42,0.45,2023-01-01,746,N,VIIRS,n,2,304.61,5.5,D,0
14.32094,76.32677,344.37,0.47,0.48,2023-01-01,746,N,VIIRS,n,2,304.77,6.66,D,0
14.34588,76.33987,331.07,0.47,0.48,2023-01-01,746,N,VIIRS,n,2,305.94,2.23,D,0
14.36915,77.17451,340.84,0.42,0.45,2023-01-01,746,N,VIIRS,n,2,302.43,3.9,D,0
14.62474,75.4392,331.89,0.53,0.5,2023-01-01,746,N,VIIRS,n,2,303.8,4.67,D,0
14.63458,75.67146,340.81,0.51,0.49,2023-01-01,746,N,VIIRS,n,2,303.7,5.51,D,0
14.73304,75.8788,332.91,0.49,0.49,2023-01-01,746,N,VIIRS,n,2,302.85,3.61,D,0
14.79856,75.31131,340.68,0.54,0.51,2023-01-01,746,N,VIIRS,n,2,300.03,6.13,D,0
14.84571,75.30712,336.79,0.54,0.51,2023-01-01,746,N,VIIRS,n,2,300.41,2.85,D,0
14.84608,77.06612,338.52,0.41,0.45,2023-01-01,746,N,VIIRS,n,2,303.87,4.48,D,0
14.92682,76.91914,330.07,0.42,0.45,2023-01-01,746,N,VIIRS,n,2,302.67,2.41,D,0
14.93471,75.11436,342.65,0.55,0.51,2023-01-01,746,N,VIIRS,n,2,304.32,12.61,D,0
14.94167,75.9866,341.82,0.48,0.48,2023-01-01,746,N,VIIRS,n,2,304.04,5.24,D,0
14.96336,77.64886,348.32,0.57,0.43,2023-01-01,746,N,VIIRS,n,2,305.24,12.96,D,0
15.00642,77.00011,340.5,0.42,0.45,2023-01-01,746,N,VIIRS,n,2,305.79,4.67,D,0
15.05152,77.06271,333.65,0.41,0.45,2023-01-01,746,N,VIIRS,n,2,300.64,1.96,D,0
15.17488,76.68064,331.55,0.43,0.46,2023-01-01,746,N,VIIRS,l,2,303.21,2.4,D,2
15.31038,78.52397,330.91,0.5,0.41,2023-01-01,746,N,VIIRS,n,2,301.69,2.51,D,0
15.63328,76.79371,330.12,0.42,0.45,2023-01-01,746,N,VIIRS,n,2,303.23,1.49,D,0
15.77097,79.62433,343.26,0.44,0.39,2023-01-01,746,N,VIIRS,n,2,300.5,7.51,D,0
15.771,76.02318,332.03,0.46,0.47,2023-01-01,746,N,VIIRS,l,2,306.61,2.68,D,0
15.86439,79.24704,332.03,0.46,0.39,2023-01-01,746,N,VIIRS,n,2,303.61,2.38,D,0
15.96055,79.74284,334.97,0.44,0.38,2023-01-01,746,N,VIIRS,n,2,300.67,4.41,D,0
15.96336,80.87273,336.99,0.4,0.37,2023-01-01,746,N,VIIRS,n,2,298.83,2.84,D,0
16.0344,76.08281,338.65,0.46,0.47,2023-01-01,746,N,VIIRS,n,2,305.54,2.64,D,0
16.0387,76.08195,341.01,0.46,0.47,2023-01-01,746,N,VIIRS,n,2,305.22,4.24,D,0
16.07581,77.03109,337.08,0.4,0.44,2023-01-01,746,N,VIIRS,n,2,304.05,3.72,D,0
16.08267,80.52696,335.5,0.41,0.37,2023-01-01,746,N,VIIRS,n,2,300.66,3.49,D,0
16.0859,77.04068,336.79,0.4,0.44,2023-01-01,746,N,VIIRS,n,2,303.09,4.11,D,0
16.09471,76.85367,335.26,0.41,0.45,2023-01-01,746,N,VIIRS,n,2,306.63,1.64,D,0
16.10756,80.65891,332.57,0.4,0.37,2023-01-01,746,N,VIIRS,n,2,299.01,2.1,D,0
16.11224,77.02423,341.12,0.4,0.44,2023-01-01,746,N,VIIRS,n,2,302.2,5.33,D,0
16.14886,80.65569,334.86,0.4,0.37,2023-01-01,746,N,VIIRS,n,2,300.61,5.22,D,0
16.15226,80.65512,342.18,0.4,0.37,2023-01-01,746,N,VIIRS,n,2,300.6,5.22,D,0
16.15551,80.69712,336.97,0.4,0.37,2023-01-01,746,N,VIIRS,n,2,297.87,4.29,D,0
16.25038,77.42361,330.55,0.56,0.43,2023-01-01,746,N,VIIRS,n,2,304.08,2.66,D,0
16.2913,80.49858,335.68,0.41,0.37,2023-01-01,746,N,VIIRS,n,2,299.21,6.71,D,0
16.2919,80.50239,343.73,0.41,0.37,2023-01-01,746,N,VIIRS,n,2,303.76,6.71,D,0
16.29219,80.5023,341.94,0.41,0.37,2023-01-01,746,N,VIIRS,n,2,302.26,10.45,D,0
16.30799,80.7131,341.99,0.4,0.37,2023-01-01,746,N,VIIRS,n,2,300.8,4.84,D,0
16.30879,80.67435,341.46,0.4,0.37,2023-01-01,746,N,VIIRS,n,2,300.59,4.09,D,0
16.31713,80.59147,331.64,0.41,0.37,2023-01-01,746,N,VIIRS,n,2,300.57,2.05,D,0
16.39079,80.59433,334.17,0.4,0.37,2023-01-01,746,N,VIIRS,n,2,299.52,6.44,D,0
16.39418,80.59375,348.72,0.4,0.37,2023-01-01,746,N,VIIRS,n,2,302.31,6.44,D,0
16.42462,80.78528,332.93,0.4,0.37,2023-01-01,746,N,VIIRS,n,2,302.74,1.21,D,0
16.54269,80.7385,331.66,0.4,0.37,2023-01-01,746,N,VIIRS,n,2,299.74,1.85,D,0
16.77055,94.76904,334.15,0.59,0.7,2023-01-01,746,N,VIIRS,n,2,298.52,4.67,D,0
16.77109,94.77473,334.33,0.59,0.7,2023-01-01,746,N,VIIRS,n,2,299.54,4.67,D,0
16.77483,94.88441,349.95,0.6,0.7,2023-01-01,746,N,VIIRS,n,2,298.14,9.34,D,0
16.77706,94.83765,328.37,0.59,0.7,2023-01-01,746,N,VIIRS,n,2,298.57,3.72,D,0
16.77872,94.78549,353.09,0.59,0.7,2023-01-01,746,N,VIIRS,n,2,300.31,7.81,D,0
16.78691,94.942,334.01,0.6,0.71,2023-01-01,746,N,VIIRS,n,2,296.5,3.15,D,0
16.78802,94.88319,367.0,0.6,0.7,2023-01-01,746,N,VIIRS,h,2,300.01,14.44,D,0
16.79297,94.93552,331.36,0.6,0.71,2023-01-01,746,N,VIIRS,n,2,297.78,5.39,D,0
16.80287,94.89937,348.99,0.6,0.71,2023-01-01,746,N,VIIRS,n,2,300.1,6.74,D,0
16.80501,94.85242,348.43,0.6,0.7,2023-01-01,746,N,VIIRS,n,2,297.38,8.81,D,0
16.80891,94.89293,328.08,0.6,0.71,2023-01-01,746,N,VIIRS,n,2,299.76,6.74,D,0
16.80946,94.89874,357.06,0.6,0.71,2023-01-01,746,N,VIIRS,n,2,301.62,6.74,D,0
16.81837,94.86901,326.55,0.6,0.7,2023-01-01,746,N,VIIRS,n,2,298.37,2.84,D,0
16.82118,94.97474,333.4,0.61,0.71,2023-01-01,746,N,VIIRS,n,2,296.56,5.67,D,0
16.85865,95.56681,326.33,0.66,0.73,2023-01-01,746,N,VIIRS,n,2,294.51,3.25,D,0
