latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
12.87221,79.92531,340.96,0.4,0.37,2024-10-01,803,N,VIIRS,n,2,299.83,5.16,D,0
13.64203,79.73482,334.79,0.4,0.37,2024-10-01,803,N,VIIRS,n,2,301.83,2.39,D,0
13.79066,77.06615,339.47,0.39,0.36,2024-10-01,803,N,VIIRS,n,2,299.36,4.99,D,0
13.79825,79.92084,338.32,0.41,0.37,2024-10-01,803,N,VIIRS,n,2,304.85,5.24,D,0
13.85965,79.60339,341.4,0.4,0.37,2024-10-01,803,N,VIIRS,n,2,308.01,4.85,D,0
13.86673,79.84174,335.12,0.41,0.37,2024-10-01,803,N,VIIRS,n,2,302.69,3.92,D,0
13.9787,78.90036,333.19,0.39,0.36,2024-10-01,803,N,VIIRS,n,2,300.24,1.25,D,0
14.03274,79.80837,338.27,0.41,0.37,2024-10-01,803,N,VIIRS,n,2,305.41,3.13,D,0
14.15305,79.9909,333.97,0.41,0.37,2024-10-01,803,N,VIIRS,l,2,306.23,5.35,D,0
14.15331,79.99091,336.37,0.41,0.37,2024-10-01,803,N,VIIRS,l,2,306.73,7.45,D,0
14.22208,79.55112,341.05,0.4,0.37,2024-10-01,803,N,VIIRS,n,2,306.51,7.15,D,0
14.24094,79.75404,332.36,0.41,0.37,2024-10-01,803,N,VIIRS,n,2,301.89,4.71,D,0
14.24148,79.7578,337.27,0.41,0.37,2024-10-01,803,N,VIIRS,n,2,304.36,4.71,D,0
14.30557,79.74424,333.98,0.41,0.37,2024-10-01,803,N,VIIRS,l,2,304.07,0.77,D,0
14.51449,79.83932,338.56,0.41,0.37,2024-10-01,803,N,VIIRS,n,2,304.56,5.07,D,0
14.53847,79.93289,332.18,0.41,0.37,2024-10-01,803,N,VIIRS,l,2,304.41,2.97,D,0
14.55472,79.99693,341.15,0.41,0.37,2024-10-01,803,N,VIIRS,n,2,303.13,1.7,D,0
14.59212,79.79653,341.83,0.41,0.37,2024-10-01,803,N,VIIRS,n,2,303.89,7.44,D,0
14.63216,79.85641,335.62,0.41,0.37,2024-10-01,803,N,VIIRS,l,2,306.37,3.7,D,0
14.63733,79.41057,342.14,0.4,0.37,2024-10-01,803,N,VIIRS,n,2,309.22,5.59,D,0
14.63849,79.94907,333.4,0.41,0.37,2024-10-01,803,N,VIIRS,n,2,303.28,2.58,D,0
14.68129,79.667,334.88,0.41,0.37,2024-10-01,803,N,VIIRS,l,2,306.45,3.26,D,0
14.74629,79.9248,336.6,0.41,0.37,2024-10-01,803,N,VIIRS,n,2,305.93,4.5,D,0
14.75186,79.72173,344.46,0.41,0.37,2024-10-01,803,N,VIIRS,n,2,305.61,6.21,D,0
14.8203,79.61555,337.27,0.41,0.37,2024-10-01,803,N,VIIRS,l,2,308.04,5.79,D,0
14.8213,80.01257,339.43,0.42,0.37,2024-10-01,803,N,VIIRS,n,2,305.77,3.47,D,0
14.83468,79.98293,332.89,0.42,0.37,2024-10-01,803,N,VIIRS,l,2,303.64,2.0,D,0
14.8775,79.77271,338.88,0.41,0.37,2024-10-01,803,N,VIIRS,n,2,308.64,7.59,D,0
14.87802,79.77292,338.87,0.41,0.37,2024-10-01,803,N,VIIRS,n,2,308.49,7.38,D,0
14.89692,79.76199,338.16,0.41,0.37,2024-10-01,803,N,VIIRS,n,2,306.9,6.61,D,0
15.02254,78.01557,335.49,0.38,0.36,2024-10-01,803,N,VIIRS,l,2,305.49,6.19,D,2
15.14173,79.74406,334.76,0.41,0.37,2024-10-01,803,N,VIIRS,n,2,303.55,2.62,D,0
15.35092,79.69715,337.6,0.41,0.37,2024-10-01,803,N,VIIRS,n,2,304.52,6.82,D,0
15.37419,79.47272,336.91,0.4,0.37,2024-10-01,803,N,VIIRS,n,2,306.6,6.76,D,0
15.37472,79.47258,336.66,0.4,0.37,2024-10-01,803,N,VIIRS,n,2,305.95,6.44,D,0
15.37751,79.61519,339.29,0.41,0.37,2024-10-01,803,N,VIIRS,n,2,307.56,5.73,D,0
15.68564,78.33539,331.05,0.39,0.36,2024-10-01,803,N,VIIRS,l,2,303.35,4.36,D,0
15.70812,78.48675,338.79,0.39,0.36,2024-10-01,803,N,VIIRS,n,2,305.22,6.86,D,0
15.75279,78.53518,339.55,0.39,0.36,2024-10-01,803,N,VIIRS,n,2,305.66,3.2,D,0
15.82195,78.54962,337.15,0.39,0.36,2024-10-01,804,N,VIIRS,n,2,303.51,4.29,D,0
15.8687,78.38644,330.43,0.39,0.36,2024-10-01,804,N,VIIRS,l,2,305.13,3.53,D,0
15.87202,78.38593,336.71,0.39,0.36,2024-10-01,804,N,VIIRS,n,2,305.81,4.28,D,0
15.87256,78.38953,336.92,0.39,0.36,2024-10-01,804,N,VIIRS,n,2,304.69,4.28,D,0
15.8817,78.33639,339.41,0.39,0.36,2024-10-01,804,N,VIIRS,n,2,305.48,2.99,D,0
16.1545,79.32561,337.73,0.41,0.37,2024-10-01,804,N,VIIRS,n,2,303.51,4.25,D,0
16.15789,79.32509,338.19,0.41,0.37,2024-10-01,804,N,VIIRS,n,2,300.58,3.64,D,0
16.44676,79.46777,337.23,0.41,0.37,2024-10-01,804,N,VIIRS,n,2,302.67,3.24,D,0
16.47156,79.71366,334.8,0.42,0.38,2024-10-01,804,N,VIIRS,l,2,304.83,3.79,D,0
16.47416,79.63351,335.41,0.42,0.37,2024-10-01,804,N,VIIRS,n,2,301.26,2.17,D,0
16.50028,80.45669,341.59,0.45,0.39,2024-10-01,804,N,VIIRS,n,2,300.5,8.25,D,0
16.50384,80.45615,346.27,0.45,0.39,2024-10-01,804,N,VIIRS,n,2,299.91,5.28,D,0
16.50741,80.45563,333.46,0.45,0.39,2024-10-01,804,N,VIIRS,n,2,296.57,5.28,D,0
16.73702,77.14697,334.0,0.38,0.36,2024-10-01,804,N,VIIRS,n,2,301.33,2.8,D,0
16.79085,79.09953,339.15,0.4,0.37,2024-10-01,804,N,VIIRS,n,2,301.62,5.63,D,0
16.84552,79.53013,336.61,0.42,0.37,2024-10-01,804,N,VIIRS,n,2,301.2,4.53,D,0
16.99259,79.53172,330.87,0.42,0.37,2024-10-01,804,N,VIIRS,l,2,301.4,3.45,D,0
17.42039,79.06761,340.66,0.41,0.37,2024-10-01,804,N,VIIRS,n,2,300.91,4.97,D,0
18.37795,74.42383,331.66,0.43,0.38,2024-10-01,804,N,VIIRS,l,2,302.17,2.83,D,0
18.46996,74.23837,335.3,0.44,0.38,2024-10-01,804,N,VIIRS,n,2,301.97,3.4,D,0
18.5001,74.28816,347.62,0.44,0.38,2024-10-01,804,N,VIIRS,n,2,302.7,8.24,D,0
18.50083,74.27097,334.77,0.44,0.38,2024-10-01,804,N,VIIRS,n,2,300.95,2.75,D,0
18.67547,78.31795,335.11,0.4,0.37,2024-10-01,804,N,VIIRS,n,2,299.77,2.51,D,0
18.68946,78.31956,333.56,0.4,0.37,2024-10-01,804,N,VIIRS,n,2,300.17,3.55,D,0
18.74347,78.24197,334.05,0.39,0.37,2024-10-01,804,N,VIIRS,n,2,299.91,3.86,D,0
18.75128,78.24838,333.45,0.4,0.37,2024-10-01,804,N,VIIRS,n,2,299.18,3.23,D,0
18.81737,78.24539,330.67,0.4,0.37,2024-10-01,804,N,VIIRS,n,2,298.96,3.59,D,0
18.83224,78.30051,343.83,0.4,0.37,2024-10-01,804,N,VIIRS,n,2,298.82,4.88,D,0
18.83661,78.45016,336.98,0.4,0.37,2024-10-01,804,N,VIIRS,n,2,301.62,4.97,D,0
18.872,78.45619,338.11,0.4,0.37,2024-10-01,804,N,VIIRS,n,2,300.07,5.24,D,0
18.88251,78.30472,332.81,0.4,0.37,2024-10-01,804,N,VIIRS,n,2,300.23,2.19,D,0
19.23154,83.36818,340.88,0.46,0.47,2024-10-01,804,N,VIIRS,n,2,295.4,6.52,D,0
18.69222,73.04099,333.4,0.5,0.41,2024-10-01,805,N,VIIRS,n,2,300.59,6.93,D,2
18.6938,73.04229,330.81,0.5,0.41,2024-10-01,805,N,VIIRS,l,2,301.58,4.57,D,2
18.88545,74.27907,330.4,0.44,0.38,2024-10-01,805,N,VIIRS,l,2,301.81,3.44,D,0
18.97358,74.28455,332.23,0.43,0.38,2024-10-01,805,N,VIIRS,l,2,306.85,7.32,D,0
18.98339,74.27855,330.04,0.43,0.38,2024-10-01,805,N,VIIRS,l,2,302.68,2.52,D,0
19.20452,75.11879,332.96,0.41,0.37,2024-10-01,805,N,VIIRS,l,2,306.77,2.75,D,0
20.0524,76.9481,330.08,0.38,0.36,2024-10-01,805,N,VIIRS,l,2,301.15,2.55,D,0
20.703,78.61746,332.33,0.41,0.37,2024-10-01,805,N,VIIRS,n,2,299.97,1.77,D,0
20.97188,85.1728,349.19,0.32,0.54,2024-10-01,805,N,VIIRS,n,2,294.7,7.23,D,2
21.1068,72.64545,334.22,0.48,0.4,2024-10-01,805,N,VIIRS,n,2,295.13,5.06,D,2
21.91994,83.35117,331.02,0.5,0.49,2024-10-01,805,N,VIIRS,n,2,293.97,2.89,D,2
22.04075,83.72903,336.44,0.53,0.5,2024-10-01,805,N,VIIRS,n,2,288.53,11.08,D,2
22.04133,83.73425,349.32,0.53,0.5,2024-10-01,805,N,VIIRS,n,2,292.31,11.08,D,2
22.04338,83.73081,351.9,0.53,0.5,2024-10-01,805,N,VIIRS,n,2,291.52,8.19,D,2
22.04392,83.73604,332.18,0.53,0.5,2024-10-01,805,N,VIIRS,n,2,291.63,8.19,D,2
22.58326,76.64349,331.91,0.39,0.36,2024-10-01,805,N,VIIRS,n,2,301.33,3.35,D,0
23.55661,87.2401,328.95,0.46,0.64,2024-10-01,805,N,VIIRS,n,2,277.31,3.72,D,2
23.78125,86.20815,345.93,0.4,0.6,2024-10-01,805,N,VIIRS,n,2,287.42,4.35,D,2
23.33955,79.75453,337.25,0.49,0.4,2024-10-01,806,N,VIIRS,n,2,303.05,5.84,D,0
24.14209,77.84795,331.16,0.42,0.37,2024-10-01,806,N,VIIRS,n,2,300.34,1.54,D,0
24.31139,77.90913,332.17,0.42,0.38,2024-10-01,806,N,VIIRS,n,2,302.58,3.48,D,0
27.38891,72.21558,338.53,0.43,0.38,2024-10-01,807,N,VIIRS,l,2,308.62,3.89,D,0
27.39508,72.2098,337.1,0.43,0.38,2024-10-01,807,N,VIIRS,l,2,307.58,2.52,D,0
27.40052,72.19973,337.42,0.43,0.38,2024-10-01,807,N,VIIRS,l,2,308.66,2.9,D,0
27.40502,70.90673,334.58,0.48,0.4,2024-10-01,807,N,VIIRS,l,2,308.14,1.84,D,0
27.58023,72.32149,347.9,0.42,0.38,2024-10-01,807,N,VIIRS,n,2,308.79,2.51,D,0
27.58095,72.32572,340.36,0.42,0.38,2024-10-01,807,N,VIIRS,n,2,309.93,2.51,D,0
27.58224,72.31226,344.4,0.42,0.38,2024-10-01,807,N,VIIRS,n,2,309.29,2.93,D,0
27.58295,72.31651,349.8,0.42,0.38,2024-10-01,807,N,VIIRS,n,2,309.15,2.93,D,0
27.58367,72.32075,352.03,0.42,0.38,2024-10-01,807,N,VIIRS,n,2,309.49,2.51,D,0
27.58438,72.32498,340.21,0.42,0.38,2024-10-01,807,N,VIIRS,n,2,309.75,2.51,D,0
27.58568,72.31153,347.77,0.42,0.38,2024-10-01,807,N,VIIRS,n,2,310.27,3.11,D,0
27.58639,72.31577,354.85,0.42,0.38,2024-10-01,807,N,VIIRS,n,2,310.03,3.11,D,0
27.58669,72.30766,339.76,0.42,0.38,2024-10-01,807,N,VIIRS,l,2,310.1,2.49,D,0
27.58698,72.29809,338.39,0.42,0.38,2024-10-01,807,N,VIIRS,l,2,310.09,1.99,D,0
27.5871,72.32001,354.59,0.42,0.38,2024-10-01,807,N,VIIRS,n,2,309.8,3.88,D,0
27.58741,72.31189,354.19,0.42,0.38,2024-10-01,807,N,VIIRS,n,2,310.02,6.4,D,0
27.58769,72.30233,336.52,0.42,0.38,2024-10-01,807,N,VIIRS,l,2,309.39,2.47,D,0
27.58782,72.32424,350.51,0.42,0.38,2024-10-01,807,N,VIIRS,n,2,309.21,3.88,D,0
27.58814,72.31612,356.83,0.42,0.38,2024-10-01,807,N,VIIRS,l,2,310.19,6.4,D,0
27.58853,72.32848,337.61,0.42,0.38,2024-10-01,807,N,VIIRS,l,2,308.98,1.77,D,0
27.58866,72.29847,352.89,0.42,0.38,2024-10-01,807,N,VIIRS,n,2,309.48,6.69,D,0
27.58887,72.32035,356.81,0.42,0.38,2024-10-01,807,N,VIIRS,l,2,309.74,8.95,D,0
27.5894,72.3027,337.59,0.42,0.38,2024-10-01,807,N,VIIRS,l,2,309.67,2.49,D,0
27.5896,72.32458,356.83,0.42,0.38,2024-10-01,807,N,VIIRS,l,2,309.33,8.95,D,0
27.58983,72.31505,336.67,0.42,0.38,2024-10-01,807,N,VIIRS,l,2,310.33,3.11,D,0
27.59033,72.3288,339.21,0.42,0.38,2024-10-01,807,N,VIIRS,l,2,309.26,3.7,D,0
27.59054,72.31928,354.74,0.42,0.38,2024-10-01,807,N,VIIRS,n,2,309.27,3.88,D,0
27.59126,72.32352,355.0,0.42,0.38,2024-10-01,807,N,VIIRS,n,2,308.94,3.88,D,0
27.59197,72.32775,335.15,0.42,0.38,2024-10-01,807,N,VIIRS,l,2,309.07,1.77,D,0
27.5921,72.29774,349.97,0.42,0.38,2024-10-01,807,N,VIIRS,n,2,309.57,5.5,D,0
27.59283,72.30198,353.99,0.42,0.38,2024-10-01,807,N,VIIRS,n,2,309.96,4.9,D,0
27.59304,72.32385,356.89,0.42,0.38,2024-10-01,807,N,VIIRS,l,2,308.78,8.95,D,0
27.59627,72.30125,352.88,0.42,0.38,2024-10-01,807,N,VIIRS,n,2,309.59,4.9,D,0
27.597,72.30548,357.25,0.42,0.38,2024-10-01,807,N,VIIRS,l,2,309.05,4.9,D,0
27.60044,72.30474,352.07,0.42,0.38,2024-10-01,807,N,VIIRS,n,2,311.11,5.51,D,0
29.06583,76.99952,330.15,0.43,0.38,2024-10-01,807,N,VIIRS,n,2,299.42,2.05,D,0
29.3751,76.0397,333.41,0.4,0.37,2024-10-01,807,N,VIIRS,n,2,301.34,3.41,D,0
29.37567,76.04384,332.56,0.4,0.37,2024-10-01,807,N,VIIRS,n,2,301.19,4.54,D,0
29.62647,75.97056,333.4,0.4,0.37,2024-10-01,807,N,VIIRS,n,2,302.21,3.09,D,0
29.62705,75.9747,331.01,0.4,0.37,2024-10-01,807,N,VIIRS,n,2,301.07,3.1,D,0
29.72624,76.03831,336.49,0.4,0.37,2024-10-01,807,N,VIIRS,n,2,300.37,5.83,D,0
29.66613,71.75153,338.21,0.42,0.38,2024-10-01,808,N,VIIRS,n,2,309.37,3.07,D,0
29.66797,71.75189,332.75,0.42,0.38,2024-10-01,808,N,VIIRS,l,2,307.0,1.8,D,0
29.9673,71.49017,336.1,0.42,0.38,2024-10-01,808,N,VIIRS,n,2,305.4,3.37,D,0
30.10874,71.47246,332.77,0.42,0.38,2024-10-01,808,N,VIIRS,l,2,307.27,1.98,D,0
30.12745,73.50204,332.94,0.39,0.36,2024-10-01,808,N,VIIRS,l,2,307.0,2.79,D,0
30.13849,74.14589,331.63,0.38,0.36,2024-10-01,808,N,VIIRS,n,2,305.39,1.68,D,0
30.16271,71.53703,332.93,0.42,0.38,2024-10-01,808,N,VIIRS,l,2,306.7,0.92,D,0
30.19766,70.6352,339.07,0.45,0.39,2024-10-01,808,N,VIIRS,n,2,308.67,4.67,D,0
30.19801,73.47938,338.3,0.39,0.36,2024-10-01,808,N,VIIRS,n,2,303.94,2.35,D,0
30.20131,73.4787,330.66,0.39,0.36,2024-10-01,808,N,VIIRS,n,2,305.48,2.35,D,0
30.20194,73.48269,341.42,0.39,0.36,2024-10-01,808,N,VIIRS,n,2,306.45,4.96,D,0
