city,pm25,date,latitude,longitude,source
Mumbai,69.43,2024-10-22T00:00:00Z,19.076,72.8777,synthetic
Mumbai,69.46,2024-10-23T00:00:00Z,19.076,72.8777,synthetic
Mumbai,40.88,2024-10-24T00:00:00Z,19.076,72.8777,synthetic
Mumbai,71.26,2024-10-25T00:00:00Z,19.076,72.8777,synthetic
Mumbai,64.43,2024-10-26T00:00:00Z,19.076,72.8777,synthetic
Mumbai,52.77,2024-10-27T00:00:00Z,19.076,72.8777,synthetic
Mumbai,71.0,2024-10-28T00:00:00Z,19.076,72.8777,synthetic
Mumbai,50.78,2024-10-29T00:00:00Z,19.076,72.8777,synthetic
Mumbai,75.52,2024-10-30T00:00:00Z,19.076,72.8777,synthetic
Mumbai,62.79,2024-10-31T00:00:00Z,19.076,72.8777,synthetic
Mumbai,52.74,2024-11-01T00:00:00Z,19.076,72.8777,synthetic
Mumbai,46.43,2024-11-02T00:00:00Z,19.076,72.8777,synthetic
Mumbai,48.72,2024-11-03T00:00:00Z,19.076,72.8777,synthetic
Mumbai,110.01,2024-11-04T00:00:00Z,19.076,72.8777,synthetic
Mumbai,59.92,2024-11-05T00:00:00Z,19.076,72.8777,synthetic
Kolkata,91.36,2024-10-01T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,86.69,2024-10-02T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,106.94,2024-10-03T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,95.22,2024-10-04T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,110.87,2024-10-05T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,66.97,2024-10-06T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,87.27,2024-10-07T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,100.68,2024-10-08T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,74.31,2024-10-09T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,90.2,2024-10-10T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,119.15,2024-10-11T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,69.76,2024-10-12T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,94.12,2024-10-13T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,82.23,2024-10-14T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,84.27,2024-10-15T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,95.52,2024-10-16T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,135.66,2024-10-17T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,87.26,2024-10-18T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,56.94,2024-10-19T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,87.8,2024-10-20T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,102.86,2024-10-21T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,99.68,2024-10-22T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,113.06,2024-10-23T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,63.01,2024-10-24T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,132.99,2024-10-25T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,81.08,2024-10-26T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,107.31,2024-10-27T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,76.22,2024-10-28T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,92.17,2024-10-29T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,122.77,2024-10-30T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,112.03,2024-10-31T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,124.54,2024-11-01T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,83.1,2024-11-02T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,87.92,2024-11-03T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,81.94,2024-11-04T00:00:00Z,22.5726,88.3639,synthetic
Kolkata,115.36,2024-11-05T00:00:00Z,22.5726,88.3639,synthetic
Bengaluru,54.66,2024-10-01T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,53.64,2024-10-02T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,84.3,2024-10-03T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,50.51,2024-10-04T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,53.06,2024-10-05T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,22.7,2024-10-06T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,57.66,2024-10-07T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,47.95,2024-10-08T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,46.61,2024-10-09T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,45.96,2024-10-10T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,64.91,2024-10-11T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,23.72,2024-10-12T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,21.27,2024-10-13T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,52.66,2024-10-14T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,36.1,2024-10-15T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,56.82,2024-10-16T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,42.95,2024-10-17T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,50.13,2024-10-18T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,51.98,2024-10-19T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,39.15,2024-10-20T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,57.45,2024-10-21T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,66.68,2024-10-22T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,39.59,2024-10-23T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,47.53,2024-10-24T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,52.3,2024-10-25T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,49.27,2024-10-26T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,30.37,2024-10-27T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,49.59,2024-10-28T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,76.22,2024-10-29T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,71.9,2024-10-30T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,58.69,2024-10-31T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,46.44,2024-11-01T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,55.1,2024-11-02T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,35.28,2024-11-03T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,52.49,2024-11-04T00:00:00Z,12.9716,77.5946,synthetic
Bengaluru,60.8,2024-11-05T00:00:00Z,12.9716,77.5946,synthetic
Chennai,54.11,2024-10-01T00:00:00Z,13.0827,80.2707,synthetic
Chennai,35.67,2024-10-02T00:00:00Z,13.0827,80.2707,synthetic
Chennai,34.22,2024-10-03T00:00:00Z,13.0827,80.2707,synthetic
Chennai,26.34,2024-10-04T00:00:00Z,13.0827,80.2707,synthetic
Chennai,31.24,2024-10-05T00:00:00Z,13.0827,80.2707,synthetic
Chennai,28.99,2024-10-06T00:00:00Z,13.0827,80.2707,synthetic
Chennai,38.48,2024-10-07T00:00:00Z,13.0827,80.2707,synthetic
Chennai,49.86,2024-10-08T00:00:00Z,13.0827,80.2707,synthetic
Chennai,32.39,2024-10-09T00:00:00Z,13.0827,80.2707,synthetic
Chennai,52.37,2024-10-10T00:00:00Z,13.0827,80.2707,synthetic
Chennai,32.5,2024-10-11T00:00:00Z,13.0827,80.2707,synthetic
Chennai,29.17,2024-10-12T00:00:00Z,13.0827,80.2707,synthetic
Chennai,33.22,2024-10-13T00:00:00Z,13.0827,80.2707,synthetic
Chennai,52.98,2024-10-14T00:00:00Z,13.0827,80.2707,synthetic
Chennai,41.02,2024-10-15T00:00:00Z,13.0827,80.2707,synthetic
Chennai,35.17,2024-10-16T00:00:00Z,13.0827,80.2707,synthetic
Chennai,54.75,2024-10-17T00:00:00Z,13.0827,80.2707,synthetic
Chennai,41.2,2024-10-18T00:00:00Z,13.0827,80.2707,synthetic
Chennai,28.59,2024-10-19T00:00:00Z,13.0827,80.2707,synthetic
Chennai,39.78,2024-10-20T00:00:00Z,13.0827,80.2707,synthetic
Chennai,30.03,2024-10-21T00:00:00Z,13.0827,80.2707,synthetic
Chennai,29.79,2024-10-22T00:00:00Z,13.0827,80.2707,synthetic
Chennai,35.65,2024-10-23T00:00:00Z,13.0827,80.2707,synthetic
Chennai,37.13,2024-10-24T00:00:00Z,13.0827,80.2707,synthetic
Chennai,50.01,2024-10-25T00:00:00Z,13.0827,80.2707,synthetic
Chennai,32.82,2024-10-26T00:00:00Z,13.0827,80.2707,synthetic
Chennai,32.46,2024-10-27T00:00:00Z,13.0827,80.2707,synthetic
Chennai,29.48,2024-10-28T00:00:00Z,13.0827,80.2707,synthetic
Chennai,43.94,2024-10-29T00:00:00Z,13.0827,80.2707,synthetic
Chennai,38.89,2024-10-30T00:00:00Z,13.0827,80.2707,synthetic
Chennai,43.21,2024-10-31T00:00:00Z,13.0827,80.2707,synthetic
Chennai,37.57,2024-11-01T00:00:00Z,13.0827,80.2707,synthetic
Chennai,48.8,2024-11-02T00:00:00Z,13.0827,80.2707,synthetic
Chennai,27.67,2024-11-03T00:00:00Z,13.0827,80.2707,synthetic
Chennai,40.66,2024-11-04T00:00:00Z,13.0827,80.2707,synthetic
Chennai,59.58,2024-11-05T00:00:00Z,13.0827,80.2707,synthetic
