city,pm25,date,latitude,longitude
Kolkata,137.49429941333744,2024-03-31,8.279948594812799,83.20761313885504
Delhi,62.87290058841077,2024-04-01,15.40036593564869,80.28236215451055
Kolkata,37.89945069668213,2024-04-02,29.793851453390147,92.32635743023755
Kolkata,63.77099437990174,2024-04-03,37.7542985404809,93.07477783731548
Delhi,150.00804773401865,2024-04-04,10.975342987616477,77.96573099346814
Kolkata,174.02536425913144,2024-04-05,20.044829475838647,88.80854172421385
Chennai,169.4395756220585,2024-04-06,32.00212906097478,91.1336844755566
Mumbai,91.49303533132186,2024-04-07,14.121069038866965,87.63952060597863
Mumbai,140.2553245827163,2024-04-08,24.65254847906859,72.54785224400298
Delhi,56.89717317484777,2024-04-09,29.992138880890245,94.27649250551171
Bengaluru,72.76659144698239,2024-04-10,26.47956350780537,84.17283658208027
Delhi,181.34044733380156,2024-04-11,13.640742038462484,76.47417279110012
Bengaluru,22.340346231932486,2024-04-12,18.661537060572183,80.75684556313081
Mumbai,35.39153555380425,2024-04-13,31.513753534561918,69.12713271196722
Delhi,57.41952592628492,2024-04-14,24.6267954239605,71.83600403667252
Chennai,24.775796697287547,2024-04-15,8.156888406287383,90.96640251547582
Kolkata,52.658378316163514,2024-04-16,30.829722800842816,68.00034904266099
Bengaluru,124.94748097454459,2024-04-17,9.059340648207172,80.49697485446876
Kolkata,95.85641910664962,2024-04-18,30.372013481936964,83.67530543256765
Kolkata,180.68090799385547,2024-04-19,14.074416804957123,69.63903260002917
Delhi,167.13984111291936,2024-04-20,36.74220440358141,97.19234488916999
Kolkata,81.52712330561768,2024-04-21,19.038222539062534,74.78375993749016
Chennai,66.69621801763265,2024-04-22,17.807948490142373,77.12596158908843
Kolkata,88.34463347010804,2024-04-23,12.46664150997334,77.11827536765082
Delhi,126.2530896526654,2024-04-24,17.168126464706447,74.9124998635205
Chennai,68.25145534811773,2024-04-25,34.29952285484602,68.04421466258934
Mumbai,132.3468034128441,2024-04-26,37.890030128817415,89.88034382263989
Kolkata,93.69409739442328,2024-04-27,19.049285915205452,97.00536499397856
Delhi,119.36849255335645,2024-04-28,21.458318928636277,74.72880449855136
Mumbai,98.502775244357,2024-04-29,29.66212814608211,87.89141575410267
Mumbai,73.00383671754518,2024-04-30,34.585873413952235,90.25688980876146
Bengaluru,190.7215952531882,2024-05-01,25.791330025603525,93.45276137271574
Chennai,157.44904294875695,2024-05-02,19.745770945334883,80.67887591040827
Kolkata,45.22037163796146,2024-05-03,20.37865522545871,77.08792716921288
Delhi,176.3242356616243,2024-05-04,28.868544394904205,77.75885402069093
Bengaluru,107.73761568491246,2024-05-05,8.096547908128361,89.37863999295539
Chennai,181.01940084093644,2024-05-06,26.58768012379522,92.50338399516909
Bengaluru,163.97394607051675,2024-05-07,18.664790313240722,73.44841903269808
Chennai,96.53843080446202,2024-05-08,31.825919938312527,79.12823024473296
Chennai,24.044475497621132,2024-05-09,10.789719194693966,95.0582059024745
Kolkata,68.36192468929029,2024-05-10,25.646068008451714,92.20080559084218
Chennai,117.49415863895605,2024-05-11,22.429186696583713,97.54575208287427
Bengaluru,134.0260795687065,2024-05-12,27.26976577715682,90.62744779046243
Chennai,66.41978337797642,2024-05-13,9.945607834489051,79.79585603083767
Kolkata,45.08409333310834,2024-05-14,25.399513622843937,85.71913501983913
Kolkata,170.28744262387383,2024-05-15,24.844537638785713,87.83042762741961
Bengaluru,197.1923925266394,2024-05-16,24.819802832485127,70.35367448951372
Mumbai,114.62423281448345,2024-05-17,26.104629997893646,84.33490877311596
Mumbai,50.902271452694634,2024-05-18,28.294038116790865,89.27962485417828
Chennai,69.01531877348641,2024-05-19,32.14966999042309,73.01963912003181
Delhi,23.31032177854401,2024-05-20,16.09462160384643,91.41895152276672
Chennai,184.57378518088981,2024-05-21,32.751482305401865,85.51318341542336
Bengaluru,41.195194920225404,2024-05-22,22.94767046790361,96.56665357092784
Bengaluru,123.77296559256564,2024-05-23,10.311748374029936,69.27266894620675
Bengaluru,69.32993972369708,2024-05-24,9.756527877319376,75.959784126664
Bengaluru,119.75204045284282,2024-05-25,18.027149560881824,86.04661637899471
Bengaluru,137.25566990333556,2024-05-26,31.546909313344027,76.89679736617792
Kolkata,169.35352466729628,2024-05-27,29.230428042227473,89.43272492213727
Mumbai,57.155828916908575,2024-05-28,31.658448940172192,90.77015847565792
Bengaluru,21.979249158526486,2024-05-29,23.51807169324828,71.07547892199423
Delhi,44.63941341238531,2024-05-30,21.205969938664715,83.41563392620303
Delhi,182.00335553265893,2024-05-31,12.42357580118852,83.26671666773167
Delhi,177.30021396125275,2024-06-01,17.845782608279347,79.07842310646623
Delhi,127.5343583906555,2024-06-02,21.020580985216256,95.98774587709016
Kolkata,128.0930348780576,2024-06-03,10.658012890388516,92.82518959619664
Delhi,139.706601418326,2024-06-04,14.618358581336338,88.9162814572891
Bengaluru,51.56683015222093,2024-06-05,25.946758821912166,89.42979907204993
Chennai,184.59415026649276,2024-06-06,30.069893427175696,81.85148431439357
Delhi,95.37869448057316,2024-06-07,37.95042534178849,95.62983563289728
Kolkata,88.96493508490954,2024-06-08,35.99339994030673,88.83786281759856
Kolkata,113.40518695091076,2024-06-09,27.276955986055746,89.8694318496745
Delhi,28.453874019509907,2024-06-10,20.63744159882216,93.85072711362037
Chennai,49.931006376094295,2024-06-11,27.08532094124698,76.22214768026573
Delhi,152.84605095674667,2024-06-12,31.56954854240696,92.21212711600108
Kolkata,34.90376022652276,2024-06-13,11.55008572770162,73.85721808869476
Mumbai,128.56737970394988,2024-06-14,20.297146690888646,78.36025856734663
Bengaluru,64.16283974263777,2024-06-15,33.19406856906852,78.06831362809528
Kolkata,90.07321052755577,2024-06-16,19.51498855799132,97.35576405167421
Delhi,71.96487261872598,2024-06-17,25.156168136815594,93.6961167124378
Bengaluru,84.02108896369084,2024-06-18,25.633080825865946,89.0350958477078
Delhi,149.42826293316418,2024-06-19,13.53428759400918,89.8117028484617
Delhi,73.4819088121715,2024-06-20,18.867063249568652,84.86218383207714
Mumbai,121.95283525344149,2024-06-21,18.035338662257963,96.41272001325558
Bengaluru,105.68907239583794,2024-06-22,8.785901255961944,82.88776258647084
Bengaluru,139.46080976527668,2024-06-23,8.725752916740657,79.41553129609683
Mumbai,188.62935307845643,2024-06-24,32.9509113102732,72.89106010794774
Kolkata,151.86297749784507,2024-06-25,16.19212429918437,91.58616956783175
Delhi,58.68926814633622,2024-06-26,23.542362987164463,90.03331796226774
Chennai,25.61296431103124,2024-06-27,16.961767207663193,79.53065115572404
Delhi,67.20752797396852,2024-06-28,36.220377353460215,68.75580241877688
Delhi,127.11402752604587,2024-06-29,15.778902765973212,93.16991983154033
Kolkata,29.256646427165062,2024-06-30,20.889704382168052,68.3425395036222
Delhi,109.34592449622254,2024-07-01,34.181907514538054,89.11099338887152
Mumbai,127.43171280504006,2024-07-02,33.25800700375426,97.1077132917817
Mumbai,80.16390034705294,2024-07-03,13.58304253538832,81.12983984444611
Bengaluru,158.76419667424796,2024-07-04,32.079299293871316,75.04920214987858
Chennai,39.187685564078926,2024-07-05,21.74560660213678,89.14613030130145
Delhi,33.524800712445575,2024-07-06,22.489066162560654,92.51384426046755
Delhi,151.0739761166486,2024-07-07,12.004399172478314,84.39290948233543
Kolkata,109.18843691711572,2024-07-08,10.41804541271374,97.01105825768438
Mumbai,143.9124313569925,2024-07-09,29.838179209212957,69.55006164973884
Chennai,98.26892094867432,2024-07-10,22.893834570658992,83.14386794913584
Bengaluru,64.35236598303922,2024-07-11,21.105521078455386,89.5536184196765
Mumbai,167.43841718135596,2024-07-12,29.8852468595719,93.87921413447538
Bengaluru,163.89485821441627,2024-07-13,30.96538696973329,73.3776683572337
Kolkata,145.04536475379683,2024-07-14,12.767245030080607,92.00010445291045
Kolkata,68.9861247013933,2024-07-15,26.30675448432924,84.58121227155635
Delhi,126.24152003643567,2024-07-16,12.060622468330566,79.89661045969889
Chennai,84.97530144920482,2024-07-17,30.54125258087137,71.9514508573728
Bengaluru,36.484773198794144,2024-07-18,27.708654688014185,93.95887276726737
Mumbai,185.1164435832037,2024-07-19,36.69843863250374,72.71819624539145
Kolkata,44.62735356541305,2024-07-20,10.068740490692635,77.29363577627298
Delhi,191.04272368774443,2024-07-21,9.71164163453763,76.70136595887311
Delhi,100.28103913243203,2024-07-22,16.465612240796005,94.14242102572562
Bengaluru,53.32392719095154,2024-07-23,15.851170512077179,88.18108982626694
Kolkata,117.54217052810446,2024-07-24,15.409363972159994,91.90044191574117
Chennai,177.1302504577535,2024-07-25,35.1876374156311,75.51403696377497
Kolkata,151.800479553721,2024-07-26,15.486385995485183,86.74622298820996
Bengaluru,165.18100661506094,2024-07-27,16.158491783858928,85.15237949431246
Bengaluru,138.58100600792912,2024-07-28,30.78194787253891,92.98491130364813
Kolkata,144.60978161321344,2024-07-29,21.492195273516202,95.18261181443782
Bengaluru,172.85521728175746,2024-07-30,31.301316708655435,68.36470314432161
Kolkata,64.94024159465347,2024-07-31,9.960984726931557,88.22059757176378
Mumbai,108.09649345576528,2024-08-01,22.62713581020153,69.55507397359187
Kolkata,59.817699527528404,2024-08-02,9.00840800549848,84.46575995232068
Kolkata,197.78024143939646,2024-08-03,9.879596103660635,76.62898187131034
Bengaluru,189.9306811435904,2024-08-04,35.19312360033233,77.20329798566424
Bengaluru,27.09682604633106,2024-08-05,12.177361133527855,78.58875510357069
Delhi,147.00353105282392,2024-08-06,23.972620468256515,86.6387734714883
Delhi,186.54469713481984,2024-08-07,20.332868078021196,78.02149897006308
Mumbai,52.50356212292004,2024-08-08,18.42029978776528,89.98097151770841
Delhi,122.2301414994733,2024-08-09,34.99500037061817,80.13582156721608
Kolkata,184.78789356584753,2024-08-10,8.654701903264685,70.05059600929876
Bengaluru,26.11027614544379,2024-08-11,27.913690585267673,91.51279527452321
Delhi,145.53564810443117,2024-08-12,36.901833026406514,76.57274973778118
Delhi,73.52282132705915,2024-08-13,24.805045503855258,80.98300638797788
Mumbai,186.39131516777547,2024-08-14,36.104673860992754,88.56331649665705
Mumbai,194.79048412976618,2024-08-15,9.567736378580713,77.97368471446136
Kolkata,189.9679680404181,2024-08-16,20.56379957222484,69.69756968440147
Bengaluru,105.35855899834348,2024-08-17,15.804733728861535,79.21763141038441
Mumbai,175.16767717807642,2024-08-18,29.924628949421894,96.33345748082911
Delhi,172.01889173631267,2024-08-19,37.4389127149174,87.25203191895675
Bengaluru,77.43808518378601,2024-08-20,15.695901873327434,88.14437446001621
Bengaluru,169.2047853471219,2024-08-21,27.625238044222233,86.9684646091292
Delhi,26.661374248788672,2024-08-22,13.942928982792203,73.9697641687831
Mumbai,127.32857812676954,2024-08-23,24.959907637148298,80.5500159230684
Delhi,61.40159071178655,2024-08-24,21.917974600650084,90.52819395089955
Bengaluru,41.70203943991019,2024-08-25,37.16015988894611,71.04118692659478
Chennai,33.85157629325765,2024-08-26,26.255818180893996,76.33558328269137
Chennai,145.33197965806517,2024-08-27,18.485191162604565,76.2895732539756
Kolkata,81.1774934782519,2024-08-28,11.422873546638002,80.96056782783518
Delhi,150.45801887517706,2024-08-29,12.537404862048037,97.41106222826555
Delhi,31.764141343809627,2024-08-30,14.759507898537052,70.02507640051466
Kolkata,76.75226080950986,2024-08-31,15.52899984020894,83.56102983141786
Kolkata,117.1084326275607,2024-09-01,33.51848173523413,73.38094046036632
Kolkata,162.33016967101344,2024-09-02,24.83668364847575,97.12029636229232
Bengaluru,77.37545052777259,2024-09-03,23.701727341230992,71.39910514182392
Delhi,132.66044775866163,2024-09-04,11.443066156076524,80.10803007084773
Bengaluru,179.4759946825137,2024-09-05,33.80419080048305,90.13654954503818
Kolkata,130.85537387281482,2024-09-06,29.68442909625451,89.13663284082335
Delhi,61.93270545565408,2024-09-07,10.030050857000047,80.68185910681797
Bengaluru,24.392140680176844,2024-09-08,29.23505291689306,78.39572503858155
Bengaluru,176.6177973021674,2024-09-09,24.30614652027938,79.92837135658611
Kolkata,23.828493953069685,2024-09-10,10.451760372403347,75.92828789475918
Delhi,177.4463010831559,2024-09-11,21.749019245859692,74.159988161204
Kolkata,115.20868412489816,2024-09-12,22.54088861390141,82.4911909267667
Delhi,189.03218573232132,2024-09-13,12.973236204898273,76.05601268202822
Chennai,163.78098243925976,2024-09-14,36.37094441000847,76.6238499469175
Mumbai,199.62813989600073,2024-09-15,33.49926114441986,87.70268190423671
Mumbai,83.12812678130783,2024-09-16,28.07067011987325,97.05611995099676
Mumbai,158.09389200760285,2024-09-17,21.868866830018217,86.10911601678126
Kolkata,92.3475644496636,2024-09-18,20.352966247535257,70.30938401194899
Chennai,106.37761165470359,2024-09-19,27.529204014528624,70.267508415622
Delhi,132.95098337930662,2024-09-20,24.362956082207162,96.54269662536697
Bengaluru,177.26188055354098,2024-09-21,9.868193176456568,76.91872370922
Delhi,197.13502445587312,2024-09-22,23.37507946310995,70.76200958247426
Bengaluru,158.28921449561327,2024-09-23,32.192108516985186,85.97133761451144
Delhi,95.19802079012008,2024-09-24,21.77719632790874,86.70946334870798
Chennai,95.84426040987263,2024-09-25,9.558697326628053,87.45514460356064
Bengaluru,152.76481428600047,2024-09-26,31.588345981520995,76.02206083572624
Kolkata,62.97988623829442,2024-09-27,14.040913464079232,68.45332052643425
Delhi,39.88534036365104,2024-09-28,15.758625046641164,96.95046108363415
Delhi,83.83198837533978,2024-09-29,12.941190602968877,75.52679137073308
Bengaluru,71.70301849773472,2024-09-30,17.906451946144927,88.28078864157642
Kolkata,73.33546168207822,2024-10-01,30.70254517065905,89.1988960963613
Kolkata,62.04939518898379,2024-10-02,23.58157578511812,86.30022251238458
Chennai,27.57677413454514,2024-10-03,14.146438224521376,77.38722182640944
Kolkata,23.217308252014487,2024-10-04,34.33490234456123,76.13288761292198
Kolkata,197.79003015248568,2024-10-05,34.387455648545874,85.93004848108109
Kolkata,96.99916407245522,2024-10-06,34.11735275138021,93.98286900835075
Mumbai,89.1787964887427,2024-10-07,15.16388634144618,96.40201186770187
Chennai,142.33651088475256,2024-10-08,21.537180325429645,71.17717413211273
Delhi,59.28569981571155,2024-10-09,37.54968968422625,72.6448583779316
Bengaluru,190.99301311104057,2024-10-10,31.16037428929971,96.34208776349239
Delhi,161.54210259479936,2024-10-11,8.815022636766795,90.09605685004378
Chennai,36.09398041620671,2024-10-12,9.956137737814762,94.4898147448932
Bengaluru,95.1645396412871,2024-10-13,21.917941304369982,74.07897902406029
Chennai,178.24129536118966,2024-10-14,35.27660617584681,85.62757613328205
Kolkata,190.05176401245384,2024-10-15,24.161053938581425,89.03418783252421
Bengaluru,104.13227202497654,2024-10-16,22.934375241028707,88.40335656340918
Kolkata,130.4140500579274,2024-10-17,11.164210998698918,80.24455072600094
Delhi,50.06611029657354,2024-10-18,27.70340314172882,68.46184675073926
Delhi,198.41035270465576,2024-10-19,32.66309481800677,85.4877817041279
Bengaluru,61.70090624901981,2024-10-20,19.412600225226868,75.59304617538827
Bengaluru,189.69171934432262,2024-10-21,31.268355527759823,81.5076273842867
Chennai,136.93639681862632,2024-10-22,36.93429961702435,96.72743045251451
Chennai,129.39262307819465,2024-10-23,14.112993773830674,79.97105952927305
Kolkata,112.28393198297155,2024-10-24,23.69988893584224,93.19404819993281
Bengaluru,61.520566109196565,2024-10-25,16.614138742537264,73.65621817247754
Delhi,51.77504576099149,2024-10-26,31.78563257101518,88.17381494075087
Chennai,59.68751763263156,2024-10-27,25.327800976434727,97.3102086331683
Chennai,53.558887185965816,2024-10-28,27.037472526509113,71.0567930261881
Delhi,160.32520524201558,2024-10-29,31.93742478847682,68.24959826681577
Chennai,83.02254665001142,2024-10-30,19.879114179873646,81.00748377897843
Kolkata,30.411681781411346,2024-10-31,35.45270205221129,70.77876449154101
Bengaluru,194.43847342534605,2024-11-01,23.9908660173842,90.45153049028694
Delhi,179.08145929341663,2024-11-02,12.73864468506044,95.43645991545677
Bengaluru,186.99541097513833,2024-11-03,28.876973545064075,81.02062918126276
Chennai,199.08340807635835,2024-11-04,31.797840513147634,75.76134926466322
Chennai,51.301144859507716,2024-11-05,17.5028503120258,81.0320995701983
Delhi,91.32356340247857,2024-11-06,33.71537770996259,89.70343453550004
Kolkata,156.48292562673643,2024-11-07,35.18429764297299,68.27162484741113
Mumbai,145.2837112496826,2024-11-08,16.307134621334267,85.68361968454091
Delhi,47.70126314117391,2024-11-09,37.50564418145666,86.39875054662137
Mumbai,166.84996249831119,2024-11-10,12.221345841462753,87.13064740687807
Mumbai,60.39930293059892,2024-11-11,14.060470052074699,75.26066239942631
Kolkata,60.28717066807216,2024-11-12,13.526745177140784,89.4215817013438
Mumbai,116.65539612081444,2024-11-13,34.819691300236116,70.7417445899533
Mumbai,126.72918827150657,2024-11-14,27.628776569748855,73.97811009400402
Kolkata,124.41551741080602,2024-11-15,12.563128496668186,94.32410139963446
Mumbai,36.467630731595875,2024-11-16,21.20970255105047,90.16169452179699
Mumbai,177.94295527346847,2024-11-17,26.458940752094062,68.41236662034036
Mumbai,67.8080076659671,2024-11-18,10.503922549681498,75.451287811094
Delhi,43.312685830904755,2024-11-19,34.472491052220164,74.43219448979494
Delhi,179.97465437641588,2024-11-20,32.108106063246055,76.12418984110917
Delhi,192.0172696813556,2024-11-21,23.156203207299146,75.4267931083966
Kolkata,175.1829711077811,2024-11-22,37.01379845777511,69.87578887228537
Chennai,165.71289345047805,2024-11-23,20.53282937825299,81.7682154979046
Mumbai,137.94355651502391,2024-11-24,37.523309571094934,89.98200424358495
Mumbai,119.15432670964508,2024-11-25,28.03759996410881,86.20195174152309
Kolkata,35.65761678405383,2024-11-26,27.040138197618244,88.1861500579424
Mumbai,93.52157835272577,2024-11-27,12.97864685887355,70.43447535608718
Delhi,87.08393306221652,2024-11-28,34.45783274913932,96.54472130530363
Chennai,66.7556810768587,2024-11-29,20.824690637618453,93.15475501529075
Bengaluru,150.2156204639453,2024-11-30,12.867002173474381,92.15270955486989
Mumbai,109.25763231417875,2024-12-01,8.37822559927277,92.68951415125302
Delhi,34.58831886337663,2024-12-02,24.792670509151478,95.98131524398283
Bengaluru,59.63297635096604,2024-12-03,23.82198866368029,84.32761898341093
Chennai,142.98657745872725,2024-12-04,29.580608671074756,74.00846053602878
Bengaluru,33.70355470825403,2024-12-05,34.70774159053406,86.50350823557623
Delhi,173.21724452877837,2024-12-06,10.382197539290885,90.28644481003818
Bengaluru,109.12637486251538,2024-12-07,29.94489471021087,90.13752180062076
Kolkata,106.50558391879665,2024-12-08,13.622358322927466,83.64347072500641
Bengaluru,126.63340123871316,2024-12-09,33.74531159471492,70.05376158000735
Mumbai,168.44257386652686,2024-12-10,32.571905415849685,79.13338815290383
Mumbai,82.60565742239476,2024-12-11,24.22381264956633,95.62299825390072
Kolkata,142.04290746063145,2024-12-12,29.307283958699344,85.53346729272278
Delhi,121.8317535192424,2024-12-13,17.430503395512453,84.1499582976714
Mumbai,68.06508863049584,2024-12-14,22.13503696798444,76.0656054314658
Chennai,178.15339754392843,2024-12-15,32.64910693131415,79.05346759749736
Mumbai,163.53668388924706,2024-12-16,21.777955915196415,94.86038267459509
Mumbai,138.52133023851658,2024-12-17,18.733947959763256,87.99389142580507
Delhi,173.10471123696354,2024-12-18,22.826373417508997,91.62161080256999
Bengaluru,176.11295617276443,2024-12-19,32.84747757311655,81.63036269202965
Mumbai,147.50533580870626,2024-12-20,18.05624142112618,86.90741658368474
Kolkata,170.66239910546096,2024-12-21,13.212847794072314,75.45150826229623
Bengaluru,145.54486310047105,2024-12-22,29.360420609923423,89.16382490850458
Chennai,142.42533891685406,2024-12-23,32.779346381242455,80.82804001110011
Delhi,131.35004807873318,2024-12-24,11.019124355706,81.27636544444236
Chennai,155.48899512037542,2024-12-25,15.196223382678342,87.47966973730645
Bengaluru,48.54891895275327,2024-12-26,12.259159692829817,96.0884186440678
Bengaluru,178.55673665580713,2024-12-27,18.438242347465,69.92019039825863
Bengaluru,176.93183499414175,2024-12-28,21.510529367162377,92.74229712041023
Chennai,25.264510946220646,2024-12-29,30.464790108899194,76.77149331236579
Bengaluru,168.64701510165727,2024-12-30,27.534427546450225,81.31758363519134
Chennai,43.196576145220135,2024-12-31,26.627857024352934,68.65739986325026
Bengaluru,80.32139376664554,2025-01-01,18.571248398289633,77.03138233502939
Kolkata,153.8314861324894,2025-01-02,33.2434265925428,83.07893727890391
Bengaluru,48.93678128869548,2025-01-03,22.138615021944936,69.68528232042317
Chennai,167.2340643414312,2025-01-04,37.37314814045463,82.73287188149496
Mumbai,169.78415203239354,2025-01-05,27.024264148872106,95.81331886575282
Bengaluru,111.34419207695052,2025-01-06,11.787942246935081,71.16179654323416
Mumbai,21.149456909030043,2025-01-07,28.28532686226302,90.93322184226513
Kolkata,71.6668639714843,2025-01-08,17.753120462950967,80.29013160127978
Delhi,131.0468453076336,2025-01-09,28.589815900582924,87.65521143573014
Kolkata,196.61351204493621,2025-01-10,10.089234444872172,75.80709793955688
Bengaluru,133.7264348630003,2025-01-11,13.246443115278781,72.78476787624075
Mumbai,66.76464459154877,2025-01-12,33.67211776717359,72.81387842813679
Mumbai,134.12102655793004,2025-01-13,14.815386710705447,70.11475836929434
